lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
2,0,120.0,11,16,3,3,0,0,0,1
171,2,114.75,8,6,4,2,2,0,0,0
65,0,72.25,10,8,3,3,0,0,0,1
8,2,80.75,11,16,4,4,0,0,0,1
25,0,185.0,9,18,4,0,1,0,3,1
295,1,95.4,7,21,4,3,1,0,0,1
141,0,99.96,5,30,4,4,1,0,0,0
6,0,197.0,11,7,4,0,1,0,0,1
247,0,115.0,6,6,3,1,1,1,0,0
219,0,76.67,9,4,3,2,1,0,0,1
11,1,156.0,6,16,4,5,2,0,3,1
19,0,74.64,3,4,4,2,1,0,0,0
52,0,132.9,7,8,4,2,1,0,0,0
154,1,120.7,7,7,4,3,2,0,3,0
2,2,100.67,8,21,4,2,1,0,0,1
317,0,120.0,9,15,4,2,0,0,0,0
48,0,158.4,10,15,4,2,2,0,3,1
59,0,105.3,4,24,4,1,2,0,0,0
92,0,49.74,7,5,4,3,2,0,0,0
0,1,106.2,9,13,4,3,0,0,0,1
185,2,113.4,10,10,4,3,1,0,0,0
0,1,84.14,4,28,4,3,0,0,3,1
90,0,119.85,5,12,4,3,1,0,0,0
51,0,67.5,2,26,4,2,0,3,0,0
56,0,78.3,3,9,4,2,0,0,0,1
116,0,61.0,2,28,3,1,2,0,0,0
126,1,87.0,1,8,4,2,2,0,3,1
36,0,112.0,10,13,3,3,0,1,0,1
64,0,130.0,5,17,2,3,0,0,0,1
44,1,104.4,3,31,4,1,0,0,3,1
1,0,95.0,4,6,0,2,0,0,0,1
12,1,87.63,11,18,4,2,2,3,0,1
23,2,93.82,4,9,4,1,2,3,0,1
24,0,144.5,4,28,4,2,0,0,3,0
317,0,120.0,9,15,3,2,0,0,0,0
151,0,71.0,1,19,3,2,0,0,0,1
95,1,72.25,11,27,4,2,0,0,0,0
54,3,190.8,10,6,4,2,0,0,5,1
15,0,140.0,12,27,3,5,1,0,4,1
13,2,88.4,12,18,4,4,2,0,0,1
0,0,105.0,11,25,3,2,2,1,0,0
25,0,94.33,3,10,4,3,0,0,0,1
187,0,105.3,7,19,4,2,0,0,3,0
31,2,103.5,10,11,4,2,2,0,0,1
212,1,70.0,5,20,3,3,2,0,0,1
112,1,58.0,3,25,3,2,2,0,0,1
102,2,48.67,1,3,3,1,2,0,3,1
91,0,75.0,5,11,3,3,0,0,0,1
4,0,89.0,5,8,4,0,1,3,0,1
27,1,80.75,5,29,3,2,2,0,0,1
88,1,90.68,10,29,4,2,2,0,0,1
68,0,149.1,7,7,4,3,0,0,3,0
22,1,95.0,11,19,4,3,0,0,0,1
12,0,90.0,2,17,4,1,0,3,0,1
12,0,72.0,10,4,3,0,1,0,0,1
6,1,85.0,3,20,3,0,1,0,0,1
86,0,120.0,9,24,3,2,0,1,0,1
54,0,62.37,7,7,4,8,2,0,0,1
207,0,80.75,6,10,3,2,1,0,0,1
0,0,109.0,6,5,4,0,1,3,0,1
286,0,90.0,10,16,3,0,1,0,0,0
35,1,152.1,8,9,4,1,0,0,0,1
103,0,94.5,7,18,3,1,2,1,0,0
1,0,88.0,3,30,2,1,0,0,0,1
101,0,70.0,4,4,3,2,1,0,0,0
101,0,80.0,4,4,4,2,1,0,0,0
1,0,90.0,3,11,2,1,0,0,0,1
108,2,102.3,4,14,4,3,0,0,3,1
254,0,91.0,9,16,3,2,0,1,0,1
141,1,109.8,6,30,4,3,0,0,3,0
6,2,77.0,12,18,4,1,0,0,1,1
99,2,141.75,7,18,4,3,1,1,0,1
21,0,119.0,6,23,4,1,0,0,0,0
4,0,67.5,1,16,4,1,1,3,0,1
124,0,94.5,8,8,3,1,2,1,0,0
80,1,96.3,6,23,4,1,0,0,0,1
121,1,105.3,7,16,4,1,2,0,0,1
96,1,87.55,4,8,4,3,2,0,0,1
12,0,97.02,5,30,4,2,1,0,0,0
0,0,73.07,8,24,4,1,0,3,0,1
130,0,99.95,9,10,3,3,2,0,3,1
1,1,116.0,4,8,4,2,2,0,0,1
53,1,61.5,2,27,3,4,2,0,0,1
63,1,103.61,10,24,4,4,1,1,3,1
4,0,87.0,1,2,3,1,2,1,0,1
220,0,95.62,8,11,4,1,0,0,1,0
35,1,109.0,10,28,4,2,0,3,0,0
183,0,98.1,10,11,4,1,0,3,0,0
22,2,105.0,9,1,4,5,1,0,0,1
79,0,119.07,10,12,4,2,0,0,3,0
40,0,70.0,10,5,3,1,1,0,0,1
30,0,150.3,3,31,4,3,0,0,0,0
115,0,75.0,5,28,3,1,2,0,0,1
0,1,74.69,12,28,4,0,1,0,0,1
64,3,82.67,9,1,4,5,2,0,0,1
6,0,65.0,6,8,2,1,0,0,0,1
51,0,116.1,4,28,4,3,2,0,1,0
53,0,94.5,10,9,4,2,1,0,0,1
71,0,132.6,5,7,4,4,2,0,3,1
48,0,168.3,8,20,4,2,2,0,3,1
41,0,65.0,12,27,3,1,0,0,0,1
71,0,72.25,7,24,3,1,2,0,0,1
130,2,125.51,6,28,4,5,1,0,0,1
148,1,108.16,5,29,4,2,2,0,3,1
210,0,72.75,10,8,3,3,1,0,0,1
5,0,65.0,5,10,2,1,0,0,0,1
96,0,60.0,3,6,3,3,2,0,0,1
21,1,58.0,12,25,3,3,2,0,0,1
29,0,70.91,2,5,4,14,6,0,0,0
18,1,123.33,11,10,4,3,0,0,0,1
159,1,70.0,4,9,3,1,1,0,0,1
128,2,76.5,8,8,4,1,1,0,0,1
86,0,105.0,9,24,3,2,0,0,0,1
1,0,108.04,10,6,4,1,0,3,3,1
273,0,87.0,7,17,3,2,0,1,0,1
152,2,99.0,7,11,4,1,1,0,0,1
40,1,60.0,11,1,3,3,2,0,3,1
11,1,97.0,3,12,4,1,0,3,0,1
119,2,76.5,8,13,4,3,0,0,0,1
44,0,96.3,6,18,3,1,1,0,3,1
114,0,128.7,8,27,4,1,0,0,0,0
90,0,80.75,10,17,3,3,1,0,0,1
67,0,116.1,5,13,4,2,0,3,0,0
109,2,80.75,4,25,4,4,1,3,0,1
25,1,113.31,6,26,4,4,2,0,3,1
145,0,60.98,3,19,4,1,2,3,0,1
143,0,85.5,8,26,4,1,0,3,0,1
270,0,62.8,4,20,3,4,0,0,0,0
46,0,71.0,1,1,4,2,0,0,0,1
61,1,81.9,11,12,4,3,1,0,3,1
30,1,144.0,10,5,4,2,0,0,0,1
20,1,134.1,9,22,4,3,0,3,0,1
225,0,96.3,8,12,4,2,0,0,0,0
83,0,129.5,2,28,3,1,2,0,5,1
14,1,118.0,2,22,3,3,1,0,0,1
66,0,75.0,10,9,4,2,1,0,0,0
19,1,166.0,8,10,4,1,0,0,3,0
92,0,87.3,3,18,4,2,0,0,3,1
11,1,156.0,6,20,4,1,1,0,3,0
304,0,89.0,11,3,3,3,0,0,0,0
11,1,87.4,9,13,4,0,1,3,0,1
167,0,77.03,7,3,4,0,2,0,0,0
65,0,65.66,2,27,4,2,2,0,1,0
78,2,119.85,5,14,4,2,2,0,0,1
91,1,52.02,4,1,4,2,2,3,0,1
12,1,114.0,7,19,4,2,0,3,0,1
29,2,178.0,7,28,4,1,0,0,0,1
91,1,118.8,7,13,4,4,0,0,3,1
91,2,136.35,6,15,4,4,0,0,0,1
78,2,86.4,11,23,4,1,0,0,0,1
19,0,48.0,9,21,3,1,1,0,0,0
71,1,70.13,3,17,4,3,1,0,0,1
101,0,142.2,7,22,4,2,0,0,3,0
21,2,114.0,5,9,4,3,1,3,0,1
336,0,81.88,9,21,3,6,2,0,0,1
39,1,117.98,4,21,4,5,2,0,3,1
256,0,64.33,9,14,3,2,1,0,0,1
162,1,130.05,7,6,4,4,0,0,3,0
230,1,96.3,9,2,4,2,1,0,0,1
148,0,88.12,6,29,3,3,0,0,3,1
70,0,90.0,6,3,3,2,0,0,0,1
190,1,121.5,8,8,4,2,1,0,0,0
11,0,90.0,6,14,2,3,0,0,3,0
13,0,90.0,5,9,3,2,1,0,0,1
98,2,114.3,7,3,4,1,2,0,0,1
16,1,88.8,3,3,4,3,1,0,3,1
11,1,0.0,12,11,1,2,0,0,1,1
10,1,52.0,12,27,3,0,2,0,0,1
72,0,135.9,8,16,4,3,0,0,0,0
15,1,130.9,11,8,4,3,0,3,0,1
36,2,152.1,7,2,4,1,2,0,0,1
118,0,110.0,6,6,3,1,1,0,0,1
195,2,90.9,10,18,4,4,0,0,0,0
7,0,95.0,10,30,3,1,0,0,0,1
349,0,96.67,10,4,3,5,1,0,0,1
145,1,0.0,7,5,4,0,0,0,0,1
213,0,130.0,6,7,4,3,0,0,0,0
70,0,186.3,4,20,4,1,0,0,5,0
181,0,120.0,10,11,3,2,0,0,0,0
97,2,104.96,7,23,4,1,2,0,3,1
116,0,105.3,5,5,4,3,0,0,0,0
53,2,89.1,9,1,4,2,0,3,0,1
62,2,135.9,8,10,4,2,0,0,0,1
3,1,101.68,7,4,4,1,1,3,0,1
0,0,74.69,11,15,4,0,1,0,0,1
37,1,83.9,3,7,4,2,1,0,0,1
110,0,159.3,8,12,4,3,2,0,3,0
92,1,103.5,6,30,4,3,1,3,0,1
57,1,94.5,10,22,4,1,0,0,0,1
84,0,75.34,3,30,3,4,1,0,0,1
15,0,86.0,2,18,3,3,0,0,0,1
17,0,48.0,10,16,3,2,0,0,0,1
106,2,91.6,12,25,4,1,2,0,1,1
0,0,109.0,8,14,3,2,0,1,0,1
7,1,89.0,11,3,4,2,0,0,0,1
25,1,85.0,3,15,4,2,0,0,0,1
7,0,79.14,11,15,4,7,2,3,0,0
107,0,76.5,8,12,4,1,0,0,1,1
1,1,65.0,4,10,2,1,2,0,0,1
34,0,76.5,10,18,3,0,1,0,0,1
1,0,81.0,2,20,4,1,2,3,0,1
16,1,118.0,2,19,3,2,1,0,0,1
3,0,159.0,5,19,2,1,0,0,4,1
25,1,187.0,8,15,4,2,1,0,3,0
35,1,76.05,3,25,3,2,1,0,0,1
195,1,81.81,7,10,4,2,2,0,1,1
3,0,54.0,1,3,4,4,2,3,0,1
6,0,37.33,11,22,3,1,2,0,0,1
140,0,70.0,12,29,3,5,0,0,0,1
110,1,114.3,7,8,4,2,1,0,0,1
270,0,80.0,4,20,3,4,0,0,0,1
72,1,82.45,3,8,4,4,0,0,3,0
5,1,92.4,9,20,4,0,2,0,0,1
26,1,96.9,11,13,4,2,2,0,3,0
3,2,84.0,4,7,4,2,0,3,0,1
42,1,112.59,9,19,4,1,1,3,0,0
185,0,79.2,12,16,4,2,1,3,0,0
22,1,139.0,8,21,4,1,2,3,0,1
133,2,99.66,5,29,4,2,2,0,0,1
229,0,85.5,9,3,4,1,0,3,0,0
150,1,90.0,6,16,3,3,0,1,0,1
258,0,110.0,10,16,3,0,1,0,0,0
41,0,83.0,9,4,3,1,0,1,0,1
186,0,121.5,8,3,4,2,0,0,0,0
205,2,126.9,9,5,4,2,1,0,0,0
5,2,106.21,11,10,4,4,2,3,0,1
56,0,88.4,12,26,4,3,1,3,0,0
35,1,161.78,8,25,4,3,1,0,3,0
53,1,74.8,11,19,4,2,2,3,0,1
89,0,135.9,9,2,4,2,0,0,0,0
1,0,85.0,2,12,3,2,1,0,0,1
74,0,101.5,9,18,3,2,0,1,0,1
3,1,109.73,11,4,4,2,0,0,0,1
276,0,81.43,12,28,4,4,1,0,0,0
3,0,81.0,2,25,3,3,0,0,0,1
180,0,120.0,10,10,3,2,1,0,0,0
1,2,106.0,8,25,4,1,0,0,0,1
73,0,63.75,8,19,3,2,2,3,0,1
0,1,0.0,4,7,1,1,0,0,0,1
180,1,130.05,8,10,4,4,0,0,3,0
32,1,54.71,11,18,4,2,2,3,0,1
6,0,0.0,12,10,4,2,0,1,0,1
100,1,101.15,4,28,4,3,2,0,0,1
17,0,92.67,12,8,4,3,0,3,0,1
0,0,88.0,8,11,2,1,0,0,0,1
41,0,114.3,3,12,4,1,2,0,3,1
105,0,75.0,10,12,4,3,0,0,0,0
199,0,119.0,12,28,4,4,2,0,3,1
53,0,94.32,9,11,4,0,1,3,0,1
105,0,138.55,7,2,4,2,2,0,3,0
290,1,72.0,6,17,3,2,1,0,0,1
97,0,85.5,4,25,4,2,1,3,0,1
45,2,82.44,11,19,4,1,0,0,1,1
3,1,91.0,3,8,4,3,0,0,0,1
6,1,0.0,9,23,4,1,0,0,3,1
115,0,114.3,7,8,4,2,0,0,0,0
20,1,90.65,11,13,4,2,2,0,0,1
116,0,72.0,2,28,3,2,2,0,0,0
201,0,86.5,7,21,4,1,0,0,1,0
0,0,160.0,9,27,2,1,0,0,0,1
49,0,89.91,9,6,4,3,0,3,0,0
3,0,147.0,4,1,4,2,0,0,3,0
44,2,91.8,11,1,4,5,0,0,0,1
5,0,105.0,11,1,4,2,2,0,3,1
63,1,111.6,9,1,4,4,2,0,3,1
4,1,0.0,12,11,1,1,0,0,6,1
29,1,99.49,4,15,4,7,3,0,0,0
129,1,76.3,7,4,4,5,2,0,0,1
1,1,128.0,5,31,4,2,0,3,0,1
112,1,72.25,7,7,3,3,2,0,0,1
92,1,49.07,11,26,3,3,0,0,0,1
18,0,67.0,12,11,2,1,2,0,0,1
1,0,129.56,9,22,4,1,0,3,0,1
16,3,132.33,6,13,4,2,1,0,0,1
83,0,105.3,3,25,4,2,1,0,3,0
16,0,104.0,12,6,4,3,0,0,0,1
22,0,85.0,10,5,3,3,0,0,0,1
161,0,130.0,3,25,4,2,1,1,0,0
298,0,76.0,5,10,3,2,0,0,0,1
3,2,113.0,6,26,4,0,2,3,0,1
72,1,60.0,2,12,3,2,0,0,0,1
118,1,96.78,10,27,4,3,1,0,3,1
116,0,72.0,2,28,3,1,2,0,0,0
6,1,95.0,11,25,4,1,0,3,0,1
13,2,169.5,5,5,4,3,1,0,3,1
3,0,87.78,10,22,4,1,0,3,0,1
5,1,84.0,3,28,4,1,1,3,0,1
199,1,63.75,11,4,3,2,1,0,0,1
32,0,129.15,6,27,4,3,1,0,3,1
5,1,58.88,2,8,4,3,1,3,0,1
252,0,106.3,10,15,4,1,2,0,0,0
96,0,82.45,8,11,3,2,0,0,3,1
1,1,170.0,9,26,4,1,1,3,0,1
320,1,115.0,8,18,4,2,0,1,0,0
29,0,104.73,3,4,4,2,1,0,0,0
51,1,75.6,9,16,3,5,2,0,0,1
25,1,158.0,9,18,4,0,2,0,0,1
46,0,140.4,5,16,4,1,1,0,3,1
55,2,79.2,11,9,4,4,1,0,0,0
36,1,99.48,11,15,4,4,0,1,3,0
35,1,113.4,11,18,4,1,0,0,0,1
128,0,132.3,10,11,4,5,0,0,3,0
180,0,70.0,10,16,3,1,0,0,0,0
418,0,107.0,9,26,4,2,1,1,0,0
33,0,67.52,3,8,3,2,0,0,0,1
60,0,75.0,3,20,3,2,2,0,0,0
112,1,94.5,7,17,4,2,2,3,0,1
256,0,109.0,6,15,3,2,0,1,0,0
159,0,112.5,8,26,4,1,0,0,0,0
6,0,115.0,6,8,4,1,0,0,0,1
206,1,99.21,8,28,4,5,2,0,0,0
0,0,65.0,2,16,2,1,0,0,0,1
128,0,79.2,11,26,4,1,1,3,0,0
349,0,123.33,10,4,3,5,1,0,0,0
34,1,119.0,10,26,4,4,0,0,0,0
59,0,104.65,3,25,4,2,2,0,4,1
56,0,93.6,12,7,4,3,0,0,0,0
0,0,89.0,3,21,4,0,1,3,0,1
40,0,95.0,7,26,3,1,0,1,0,1
45,0,76.3,2,29,4,2,1,0,0,1
95,0,72.0,2,5,3,2,1,0,0,1
30,0,140.0,6,2,3,2,0,0,0,1
16,1,69.35,3,4,4,2,1,0,3,1
418,0,75.0,9,26,4,2,1,0,0,0
4,0,80.0,2,19,2,1,0,0,0,0
45,0,93.6,11,19,4,1,1,0,0,0
11,1,163.63,11,8,4,4,0,0,3,1
8,3,92.4,9,8,4,2,0,0,3,1
54,0,102.0,12,27,3,1,2,1,0,1
82,0,72.25,11,21,4,1,0,0,0,1
37,2,105.3,10,22,4,2,0,0,3,1
277,0,80.0,9,5,3,5,2,0,0,0
4,1,94.36,6,17,4,2,1,3,0,1
2,1,159.0,9,15,4,1,0,3,0,1
55,1,126.9,6,18,4,2,2,0,3,1
27,0,120.0,6,9,3,1,0,0,0,1
160,0,137.7,7,14,4,3,0,0,3,0
57,0,119.85,5,13,4,3,2,0,0,0
11,0,306.0,9,16,4,2,1,1,5,0
185,0,103.5,12,16,4,2,1,0,3,1
5,0,80.0,12,1,2,3,0,0,0,1
91,0,146.7,7,3,4,5,2,0,3,1
187,3,103.5,10,7,4,2,1,0,0,1
24,1,117.67,9,17,4,3,0,0,0,1
35,2,170.0,10,12,4,4,0,0,3,1
8,0,119.0,5,25,4,1,0,3,0,1
111,1,168.3,9,22,4,2,0,0,3,0
213,0,130.0,6,7,3,3,0,0,0,0
3,2,101.0,11,6,4,2,0,0,0,1
20,0,85.0,9,11,3,1,2,3,0,1
9,0,89.89,12,3,4,2,2,0,0,1
76,1,122.4,8,10,4,4,0,0,0,0
13,1,100.0,9,15,2,1,0,3,0,1
209,0,89.2,9,6,4,2,2,0,0,0
19,0,151.2,9,26,4,1,1,0,4,1
64,1,130.0,5,17,2,2,0,0,0,1
4,2,93.56,8,12,4,7,2,0,0,1
194,1,76.85,7,9,4,1,2,0,1,1
101,0,81.25,7,11,3,2,1,0,0,1
5,0,80.0,12,19,3,1,2,0,0,1
176,1,108.45,7,28,4,4,2,0,0,0
9,0,129.0,5,18,4,1,0,3,0,1
183,0,90.95,8,27,4,2,2,0,0,0
12,1,67.0,12,8,2,2,0,0,0,1
43,0,85.5,10,27,3,3,0,0,0,1
9,0,104.0,6,22,4,2,0,0,0,1
280,0,110.0,9,19,3,2,1,0,0,0
176,0,125.1,9,8,3,3,0,0,0,0
164,0,115.0,10,16,3,0,1,0,0,0
30,0,85.7,3,5,4,3,2,0,0,1
0,0,137.0,6,28,4,1,0,3,0,1
27,0,69.0,12,9,4,4,1,0,0,1
42,0,71.6,2,12,4,2,1,0,0,1
0,1,0.0,8,26,4,1,0,0,4,1
69,1,92.23,11,17,4,3,1,0,0,1
0,0,91.67,12,27,4,1,2,3,0,1
0,0,97.32,4,23,4,1,0,0,0,1
80,1,88.0,12,2,4,2,0,3,0,1
305,0,89.0,11,4,3,2,1,0,0,0
1,1,101.0,1,30,4,1,1,0,0,1
265,0,90.0,6,24,3,2,0,1,0,1
89,1,168.3,9,20,4,3,0,0,3,1
52,1,99.88,3,31,4,3,1,0,3,1
11,0,138.0,3,3,4,3,1,1,0,0
60,1,126.9,5,21,4,1,1,0,0,1
45,0,86.4,11,19,4,1,1,0,0,0
10,3,141.0,5,9,4,3,1,0,3,1
86,1,65.0,5,20,3,2,1,0,0,1
0,1,149.0,6,28,4,1,0,0,0,1
5,1,141.0,6,18,4,1,1,0,0,1
275,0,106.2,10,1,4,1,2,0,0,0
97,0,61.0,12,30,3,4,0,0,3,1
11,1,138.5,8,2,4,1,0,0,0,1
86,0,100.0,9,9,2,2,0,0,0,1
276,0,95.0,9,22,3,3,0,0,0,0
99,0,236.52,10,21,4,3,2,1,5,0
1,2,133.0,6,28,4,1,0,0,0,1
4,1,151.0,7,14,4,1,0,0,0,1
53,1,78.35,7,1,4,2,0,3,0,1
32,1,89.3,2,5,4,2,0,0,3,1
130,1,76.5,8,1,4,1,2,0,0,0
3,1,157.27,10,15,4,1,0,0,3,1
30,5,96.3,10,14,4,3,0,0,0,1
237,0,134.73,10,13,4,3,1,0,3,0
192,0,102.0,9,25,3,3,2,0,0,0
36,0,134.46,9,10,4,1,2,0,3,0
68,1,130.9,4,1,4,3,2,1,3,1
104,0,76.5,4,15,4,2,2,0,0,0
0,0,105.4,6,20,3,2,1,0,0,1
59,0,85.0,10,29,3,2,0,0,0,1
2,0,110.0,10,8,0,2,2,0,3,1
23,2,159.0,9,15,4,3,0,0,0,1
37,0,72.0,12,1,3,3,0,0,0,1
2,1,136.0,6,11,4,1,0,0,3,1
105,1,118.8,7,15,4,2,1,0,3,1
3,1,67.0,9,19,2,1,1,0,0,1
87,0,79.2,12,25,4,0,2,3,0,1
8,0,6.0,1,28,4,2,0,0,0,1
159,0,144.0,9,19,3,2,1,0,0,0
0,0,123.0,10,20,3,1,0,0,0,1
3,0,150.8,2,27,4,6,4,1,3,0
84,1,87.3,4,1,4,2,1,0,0,1
49,0,112.0,11,4,3,2,1,0,0,1
50,1,52.0,1,14,3,3,0,0,0,1
44,0,75.0,2,17,3,3,0,0,0,1
41,0,171.2,6,28,3,1,0,0,0,1
256,0,76.67,9,14,3,2,1,0,0,1
26,1,88.4,12,14,4,4,0,0,0,1
26,0,99.2,10,26,4,1,0,0,0,0
89,0,85.0,9,4,3,4,2,0,0,1
96,0,85.0,8,28,3,1,2,1,0,1
162,1,70.0,9,17,3,3,0,0,0,1
18,0,93.0,9,9,4,4,0,3,0,0
43,0,68.47,3,8,4,5,1,0,0,0
1,2,179.0,5,27,4,2,0,0,0,1
67,1,91.2,9,5,4,2,1,3,0,0
51,1,99.0,9,5,4,0,1,3,0,1
130,2,90.0,11,25,4,2,0,0,0,1
5,0,177.0,10,31,4,1,0,0,5,1
1,2,121.0,11,14,4,0,1,0,0,1
75,0,80.0,3,17,3,3,1,0,0,0
109,1,76.5,8,9,4,3,2,0,0,1
18,2,155.0,11,6,4,0,2,0,0,1
36,1,107.1,7,1,4,2,0,3,0,1
72,1,72.25,3,18,4,3,2,3,0,0
15,0,111.8,2,12,3,2,1,1,0,1
102,0,80.0,10,16,3,2,0,1,0,0
96,1,120.15,8,14,4,2,2,0,0,1
2,0,109.65,10,13,3,1,0,0,0,1
31,0,95.0,10,9,2,2,2,0,0,1
67,0,168.9,12,27,4,3,0,0,5,0
91,0,88.0,12,9,4,2,0,3,0,0
26,2,169.0,8,7,4,2,2,0,0,1
89,0,119.85,5,11,4,4,0,0,0,1
58,1,90.9,3,31,4,3,0,0,0,1
179,2,150.45,9,8,4,3,0,0,3,0
273,0,94.5,6,24,4,2,1,0,0,0
2,1,95.0,11,11,2,1,0,0,5,1
14,2,167.0,8,1,4,2,1,0,3,1
7,2,90.0,8,26,4,4,0,0,0,1
0,0,129.0,8,17,4,0,1,3,3,1
113,1,90.0,12,8,4,1,0,0,0,0
60,1,96.17,6,17,4,5,2,3,0,0
14,0,103.84,10,24,3,3,2,0,0,1
188,1,94.14,10,24,4,2,1,0,0,1
121,1,156.0,8,18,4,3,0,1,3,1
196,1,80.75,5,12,3,3,1,0,0,1
110,0,94.5,7,25,3,1,2,1,0,0
8,0,81.0,2,19,2,1,0,0,0,1
86,1,82.45,3,31,4,3,1,0,0,1
377,1,115.0,10,14,4,2,0,1,0,0
15,1,105.0,9,8,4,4,0,0,0,1
68,1,105.3,7,27,4,3,0,0,0,0
89,0,116.1,5,29,4,1,2,3,0,0
58,1,75.0,11,20,3,1,2,0,0,1
83,1,107.46,4,26,4,5,2,0,0,1
45,1,103.95,3,17,4,2,0,0,3,0
20,2,104.0,11,14,4,2,1,0,0,1
4,1,0.0,10,14,1,2,0,0,0,1
277,1,89.14,9,5,3,5,2,1,0,1
4,1,153.0,5,23,3,0,1,3,0,1
217,2,90.1,5,25,4,4,0,0,0,0
77,1,140.4,8,3,4,5,2,0,3,1
5,0,228.8,8,4,4,3,1,1,4,0
13,1,90.0,8,25,4,2,0,0,0,1
2,0,124.0,6,22,3,1,0,3,0,1
77,2,95.7,3,22,4,4,0,0,0,0
71,0,98.0,5,10,3,3,0,1,0,1
29,1,88.0,11,16,4,2,0,3,0,0
64,0,73.95,2,12,4,2,2,0,0,0
27,2,104.0,12,7,4,1,0,0,0,1
16,0,75.0,11,16,3,3,0,0,0,1
54,0,187.85,4,29,4,4,2,0,5,0
25,1,65.0,12,27,3,1,0,0,0,1
11,0,95.0,5,9,0,10,5,0,0,0
211,0,100.0,5,20,3,2,0,0,0,0
231,0,86.63,8,11,4,2,0,0,1,0
76,0,120.0,10,10,3,0,1,0,0,0
23,0,66.0,2,7,3,1,2,0,0,1
116,1,96.0,7,16,4,4,2,3,0,1
6,0,109.65,11,10,2,1,0,0,0,1
20,0,95.0,4,3,3,1,2,0,0,1
15,1,86.0,1,21,4,1,0,3,0,1
79,0,125.38,4,28,4,3,1,0,3,1
75,0,135.9,8,14,4,0,2,0,0,0
128,1,43.43,2,5,3,5,2,0,0,1
41,0,65.02,12,27,4,1,2,0,0,1
8,0,119.0,5,25,4,1,0,3,0,0
53,0,72.0,11,25,3,2,2,0,0,1
161,0,59.5,10,31,3,3,1,3,0,1
166,0,99.45,8,1,4,5,2,0,0,0
194,0,102.85,9,1,4,3,1,0,0,0
1,0,101.5,8,14,3,2,0,1,0,1
10,0,206.55,12,31,3,2,0,0,0,1
1,0,96.0,8,10,4,0,1,0,0,1
72,1,68.4,3,14,4,3,1,3,0,0
8,1,149.0,10,30,4,1,2,0,0,1
3,4,155.68,9,20,4,3,0,0,1,1
111,1,107.1,8,12,4,2,0,3,0,1
128,1,97.43,7,11,4,2,1,0,3,1
0,2,152.0,9,22,4,1,0,3,0,1
57,1,105.0,11,11,3,2,1,0,0,1
123,0,110.33,3,30,4,3,0,0,3,0
51,0,85.5,9,11,3,1,2,0,0,1
111,1,155.7,8,11,4,2,0,0,3,1
232,2,91.45,12,28,4,4,0,0,0,1
3,1,109.0,8,1,4,1,1,3,0,1
90,1,74.8,12,24,4,3,2,3,0,1
110,0,120.0,10,9,3,0,1,0,0,0
96,0,88.83,4,8,4,2,2,0,0,1
34,0,100.0,10,26,3,3,0,0,0,1
12,0,161.0,3,30,4,4,1,0,3,0
349,0,90.0,10,4,3,5,1,0,0,0
197,1,112.0,8,18,3,3,0,0,0,0
38,0,95.2,12,27,4,4,0,3,0,1
88,0,96.0,5,3,3,3,0,1,0,1
196,1,80.75,8,3,4,4,1,3,0,1
7,1,112.0,5,21,3,1,1,1,0,1
23,2,187.0,7,1,4,2,0,0,3,1
1,0,75.0,1,3,4,0,1,3,0,1
130,0,159.3,6,2,4,3,0,0,0,0
89,2,72.25,11,23,4,2,1,0,0,1
6,3,122.48,12,30,4,2,2,0,0,1
3,0,80.0,12,19,3,1,2,0,0,1
4,0,70.0,1,8,3,2,1,0,0,1
2,1,197.0,5,27,4,1,0,0,3,1
239,1,128.7,10,28,4,2,0,0,0,0
33,1,80.3,2,8,4,3,1,0,0,1
221,0,65.0,10,17,3,1,2,0,0,1
70,0,78.3,3,12,4,1,2,0,0,0
5,1,65.0,6,13,2,0,1,0,0,1
63,2,137.7,7,18,4,1,1,0,3,1
53,3,153.3,6,9,4,3,0,0,3,1
134,2,163.34,12,26,4,5,1,0,5,0
18,1,103.18,10,30,4,0,2,0,0,1
6,1,109.0,3,9,4,4,0,0,3,1
157,2,106.2,3,24,4,3,1,0,0,0
112,0,120.0,6,2,3,3,0,0,0,0
4,2,90.78,12,31,4,7,2,3,0,1
58,2,123.3,3,31,4,3,0,0,3,1
271,1,101.33,9,21,3,3,0,0,0,0
1,1,63.75,12,2,4,2,0,0,0,1
433,0,70.0,9,8,4,3,0,0,0,0
227,3,76.5,8,17,4,9,3,0,0,1
9,1,133.5,4,28,4,3,1,0,0,1
90,0,75.0,5,10,3,3,0,0,0,1
148,0,119.69,8,16,4,5,2,0,3,0
33,1,81.9,3,15,4,4,0,0,0,1
32,0,85.0,7,18,3,1,1,0,0,1
314,0,75.0,10,12,3,3,0,0,0,0
85,2,89.7,11,14,4,3,1,0,0,1
75,3,135.9,9,26,4,2,1,0,0,1
111,0,120.0,10,10,3,0,1,0,0,0
152,2,114.63,7,21,4,5,2,0,3,0
142,1,90.9,10,27,4,1,0,0,0,0
26,2,133.5,9,12,4,1,1,0,0,1
0,0,88.0,3,28,2,0,1,0,0,1
33,1,157.5,10,5,4,4,0,0,3,0
0,0,94.0,2,24,4,1,0,3,0,1
